license_id,tw_product,form,ingredient
衛署藥製字第041245號,"HAW LE YOUNG ""GOLDEN GUN""",膠囊劑,RIBOFLAVIN (VIT B2);;PYRIDOXINE HCL;;THIAMINE HYDROCHLORIDE;;METHIONINE DL-;;METHYLTESTOSTERONE
衛署藥製字第041246號,"A.D.F. CREAM 5% ""D.S"" (BENZOYL PEROXIDE)",軟膏劑,BENZOYL PEROXIDE
衛署藥製字第041247號,CARPINE TABLETS 200MG (CARBAMAZEPINE),錠劑,CARBAMAZEPINE
衛署藥製字第041248號,"DICLOFENAC POTASSIUM""C.F.""",（粉）,DICLOFENAC POTASSIUM
衛署藥製字第041264號,"AZUNOL TABLETS 2MG ""KOJAR""",錠劑,AZULENE
衛署藥製字第041268號,"KANYEN CAPSULES 200MG (FLUFENAMIC ACID)""KOJAR""",膠囊劑,FLUFENAMIC ACID
衛署藥製字第041269號,"""KOJAR""PRIPRAM TABLETS 5MG (METOCLOPRAMIDE HYDROCHLORIDE)",錠劑,METOCLOPRAMIDE
衛署藥製字第041270號,"""KOJAR""KUETONBILY TABLETS 10MG (DICYCLOMINE HYDROCHLORIDE)",錠劑,DICYCLOMINE HCL
衛署藥製字第041271號,GLUORICS CAPSULES 250MG,膠囊劑,GLUCOSAMINE SULFATE (POLY-CRYSTALLINE)
衛署藥製字第041272號,"POVIDONE IODINE SOLUTION 10% ""D.T.S""",外用液劑,POVIDONE-IODINE
衛署藥製字第041281號,KINTEC TABLETS 20MG (ENALAPRIL),錠劑,ENALAPRIL MALEATE
衛署藥製字第041284號,"INTESTICIN TABLETS ""KOJAR""",錠劑,MEPENZOLATE BROMIDE;;PHENOBARBITAL
衛署藥製字第041287號,"KojarDerm Ointment ""Kojar""",軟膏劑,GENTAMICIN (AS SULFATE);;IODOCHLORHYDROXYQUIN;;TOLNAFTATE;;BETAMETHASONE (17-VALERATE)
衛署藥製字第041289號,"WETOYI TABLETS ""KOJAR""",錠劑,HOMATROPINE METHYLBROMIDE;;ALUMINUM HYDROXIDE (DRIED GEL)
衛署藥製字第041296號,"TENTON CAPSULES 25MG (INDOMETHACIN) ""KOJAR""",膠囊劑,INDOMETHACIN (eq to Indometacin)
衛署藥製字第041314號,BISUN ANTI-COUGH SYRUP,糖漿劑,PSEUDOEPHEDRINE HCL;;CODEINE PHOSPHATE;;GUAIACOL GLYCOLATE (EQ TO GLYCERYL GUAIACOLATE)
衛署藥製字第041315號,"F.U. CREAM 100MG""S.Y.""(UREA)",乳膏劑,UREA;;UREA;;UREA
衛署藥製字第041316號,"COLCHICINE TABLETS 0.5MG ""T.B.C.""",錠劑,COLCHICINE
衛署藥製字第041335號,AZOL FLUCON CAPSULES 50MG(FLUCNAZOLE),膠囊劑,FLUCONAZOLE
衛署藥製字第041336號,Douji Fulikang Cream,乳膏劑,ECONAZOLE NITRATE;;TRIAMCINOLONE ACETONIDE
衛署藥製字第041338號,JUXAC CAPSULES 20MG,膠囊劑,FLUOXETINE (HYDROCHLORIDE)
衛署藥製字第041342號,"VASOSIN INJECTION 20UNITS/ML ""PURZER"" (ARGININE VASOPRESSIN)",注射劑,ARGININE VASOPRESSIN
衛署藥製字第041344號,PIROCAN CAPSULES 10MG (PIROXICAM),膠囊劑,PIROXICAM
衛署藥製字第041345號,"BISACON ENTERIC FILM COATED TABLETS 5MG ""H.S.""(BISACODYL)",膜衣錠,BISACODYL
衛署藥製字第041346號,"MEDISOL POWDER 10%""Y.K."" (DEXTROMETHORPHAN HYDROBROMIDE)",散劑,DEXTROMETHORPHAN HBR
衛署藥製字第041362號,"SUZE COMMON COLD SOLUTION""H.S.""",內服液劑,DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;DEXTROMETHORPHAN HBR;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN);;CHLORPHENIRAMINE MALEATE
衛署藥製字第041363號,"ANTICOLD SOLUTION ""H.S.""",內服液劑,POTASSIUM GUAIACOLSULFONATE;;CHLORPHENIRAMINE MALEATE;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS
衛署藥製字第041369號,"GLUDONA CAPSULES 250MG ""ROYAL""(GLUCOSAMINE SULFATE)",膠囊劑,GLUCOSAMINE SULPHATE
衛署藥製字第041371號,ANPYL SOLUTION,點鼻液劑,NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE
衛署藥製字第041373號,"AMANDIN CAPSULE 100MG ""T.F."" (AMANTADINE)",膠囊劑,AMANTADINE HCL
衛署藥製字第041378號,"PRECONIN TABLETS 5MG (PREDNISOLONE) ""KOJAR""",錠劑,PREDNISOLONE
衛署藥製字第041380號,"INOLIM TABLETS 3MG (TRIMETOQUINOL) ""KOJAR""",錠劑,TRIMETOQUINOL HCL
衛署藥製字第041383號,"ANSILIN OINTMENT 0.5% (PIROXICAM) ""KOJAR""",軟膏劑,PIROXICAM
衛署藥製字第041385號,THIANCOL GRANULES FOR ORAL SUSPENSION 200MG/GM(THIAMPHENICOL),懸液用顆粒劑,THIAMPHENICOL
衛署藥製字第041433號,S.S BRON-L SOLUTION,內服液劑,DEXTROMETHORPHAN HBR;;CAFFEINE ANHYDROUS;;DL-CHLORPHENIRAMINE MALEATE;;GUAIACOL GLYCERYL ETHER (EQ TO GUAIFENESIN)
衛署藥製字第041435號,"FEPRON CAPSULES 200MG(FENOPROFEN)""Y.Y.""",膠囊劑,FENOPROFEN CALCIUM
衛署藥製字第041437號,"YA FU CREAM ""STANDARD""",乳膏劑,NEOMYCIN (SULFATE);;TRIAMCINOLONE ACETONIDE;;NYSTATIN;;GRAMICIDIN
衛署藥製字第041439號,MAOLUX TABLETS 125MG (CHLORPHENESIN),錠劑,CHLORPHENESIN CARBAMATE
衛署藥製字第041440號,"CHITOGEN CAPSULES 250MG ""WEIDAR""(GLUCOSAMINE SULFATE)",膠囊劑,GLUCOSAMINE SULFATE CRYSTALLINE
衛署藥製字第041442號,"URINOGEN TAB 50MG ""S.L.""(BENZBROMARONE)",錠劑,BENZBROMARONE
衛署藥製字第041443號,"U-VANCO INJECTION 500MG 1GM""U-LIANG""(VANCOMYCIN)",乾粉注射劑,VANCOMYCIN;;VANCOMYCIN
衛署藥製字第041445號,BUSRON TABLETS 10MG (BUSPIRONE HYDROCHLORIDE),錠劑,BUSPIRONE HCL
衛署菌疫輸字第000487號,ALBUTEIN 20% SOLUTION,注射劑,ALBUMIN HUMAN SERUM
衛署菌疫輸字第000487號,ALBUTEIN 20% SOLUTION,注射劑,ALBUMIN HUMAN SERUM
衛署菌疫輸字第000491號,"HUMAN ALBUMIN 20% ""BEHRING""",注射劑,HUMAN ALBUMIN
衛署菌疫輸字第000491號,"HUMAN ALBUMIN 20% ""BEHRING""",注射劑,HUMAN ALBUMIN
衛署菌疫輸字第000491號,"HUMAN ALBUMIN 20% ""BEHRING""",注射劑,HUMAN ALBUMIN
衛署菌疫輸字第000520號,BERIPLEX P/N 250/500,凍晶乾燥注射劑,Protein C;;Protein S Antigen;;FACTOR X;;FACTOR VII;;FACTOR IX;;FACTOR II
衛署菌疫輸字第000520號,BERIPLEX P/N 250/500,凍晶乾燥注射劑,Protein C;;Protein S Antigen;;FACTOR X;;FACTOR VII;;FACTOR IX;;FACTOR II
衛署菌疫輸字第000525號,BOTOX (BOTULINUM TOXIN TYPE A) PURIFIED NEUROTOXIN COMPLEX,乾粉注射劑,BOTULINUM TOXIN TYPE A
衛署菌疫輸字第000525號,BOTOX (BOTULINUM TOXIN TYPE A) PURIFIED NEUROTOXIN COMPLEX,乾粉注射劑,BOTULINUM TOXIN TYPE A
衛署菌疫輸字第000510號,PRIORIX,凍晶注射劑,"MEASLES VACCINE, LIVE ATTENUATED;;MUMPS VACCINE LIVE ATTENUATED;;RUBELLA VACCINE LIVE ATTENUATED"
衛署菌疫輸字第000510號,PRIORIX,凍晶注射劑,"MEASLES VACCINE, LIVE ATTENUATED;;MUMPS VACCINE LIVE ATTENUATED;;RUBELLA VACCINE LIVE ATTENUATED"
衛署菌疫輸字第000525號,BOTOX (BOTULINUM TOXIN TYPE A) PURIFIED NEUROTOXIN COMPLEX,乾粉注射劑,BOTULINUM TOXIN TYPE A
衛署菌疫輸字第000525號,BOTOX (BOTULINUM TOXIN TYPE A) PURIFIED NEUROTOXIN COMPLEX,乾粉注射劑,BOTULINUM TOXIN TYPE A
衛署菌疫輸字第000526號,SIMULECT LYOPHILISATE FOR INJECTION 4MG/ML,凍晶注射劑,BASILIXIMAB
衛署菌疫輸字第000526號,SIMULECT LYOPHILISATE FOR INJECTION 4MG/ML,凍晶注射劑,BASILIXIMAB
衛署菌疫輸字第000526號,SIMULECT LYOPHILISATE FOR INJECTION 4MG/ML,凍晶注射劑,BASILIXIMAB
衛署藥製字第037943號,"GOOD LIVER CAPSULES ""C.J.""",膠囊劑,PANTOTHENATE CALCIUM;;NICOTINAMIDE;;THIAMINE HCL (BIOTAMINE);;RIBOFLAVIN (VIT B2);;SILYMARIN (EXSICCATED FRUCTUS CARDUI MARIANUS EXTRACT);;CYANOCOBALAMIN (VIT B12);;PYRIDOXINE HCL
衛署藥製字第037944號,U CHU ANALGESIC CAPLETS,錠劑,ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS
衛署藥製字第037945號,"CIMETIN F.C. TABLETS 400MG (CIMETIDINE) ""JOHNSON""",膜衣錠,CIMETIDINE
衛署藥製字第037947號,"WIKLE ANTICOLD CAPSULES ""YIHHAW""",膠囊劑,CHLORPHENIRAMINE MALEATE;;CAFFEINE ANHYDROUS;;DEXTROMETHORPHAN HBR;;DL-METHYLEPHEDRINE HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMHEXINE HCL
衛署藥製字第037988號,GOUTIL TABLETS 50MG (BENZBROMARONE),錠劑,BENZBROMARONE
衛署藥製字第038320號,MENSESTON TABLETS,錠劑,BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;CAFFEINE ANHYDROUS;;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;CAFFEINE ANHYDROUS;;ETHENZAMIDE (ETHOXYBENZAMIDE)
衛署藥製字第038323號,DEVIRA CREAM 50MG/GM (ACYCLOVIR),乳膏劑,ACYCLOVIR
衛署藥製字第038325號,"CHIHTUNG TABLETS ""C.A.""",錠劑,ETHENZAMIDE (ETHOXYBENZAMIDE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;CAFFEINE ANHYDROUS;;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE)
衛署藥製字第038370號,"ANIN TABLETS 2MG ""Y.K.""",錠劑,HALOPERIDOL
衛署藥製字第038411號,NOCKS ANTI-COUGH M.CAPSULES,膠囊劑,DEXTROMETHORPHAN HBR;;NOSCAPINE;;CARBINOXAMINE MALEATE;;POTASSIUM GUAIACOLSULFONATE;;DL-METHYLEPHEDRINE HCL
衛署藥製字第038413號,PAOLYTA RAMBO SOLUTION,內服液劑,LYSINE L-;;THIAMINE(HCL);;CAFFEINE HYDRATE;;ANGELICA RADIX EXTRACT;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;THIOCTIC ACID AMIDE (THIOCTAMIDE);;CNIDIUM RHIZOMA EXTRACT;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;GINSENG RADIX EXTRACT;;RIBOFLAVIN (VIT B2)
衛署藥製字第038415號,"ANIN TABLETS 5MG ""Y.K.""",錠劑,HALOPERIDOL
衛署藥製字第038417號,"SHUYAN CHUBA OINTMENT ""KASHIN""",軟膏劑,NEOMYCIN (SULFATE);;HYDROCORTISONE ACETATE;;CENTELLA ASIATICA TITRATED EXTRACT
衛署藥製字第038419號,"STOGAMET F.C. TABLET 300MG ""SWISS""(CIMETIDINE)",膜衣錠,CIMETIDINE
衛署藥製字第038474號,"SPANIL TABLETS 135MG (MEBEVERINE HYDROCHLORIDE) ""ROYAL""",錠劑,MEBEVERINE HCL
衛署藥製字第038478號,"CHIHNITUNG TABLETS ""C.A""",錠劑,ETHENZAMIDE (ETHOXYBENZAMIDE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;CAFFEINE ANHYDROUS;;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;CAFFEINE ANHYDROUS;;ETHENZAMIDE (ETHOXYBENZAMIDE);;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE);;ETHENZAMIDE (ETHOXYBENZAMIDE);;CAFFEINE ANHYDROUS;;ACETAMINOPHEN (EQ TO PARACETAMOL);;BROMISOVALUM ( EQ TO BROMOVALERYLUREA) ( EQ TO BROMVALETONE)
衛署藥製字第038479號,"GINKGO BILOBA F.C. TABLETS 9.6MG ""ROOT"" (GINKGOFLAVONGLYCOSIDE)",膜衣錠,GINKGO BILOBA EXTRACT;;GINKGO BILOBA EXTRACT
衛部菌疫輸字第001106號,SK Albumin 20% Injection,注射液劑,ALBUMIN HUMAN SERUM
衛部菌疫輸字第001107號,Ozempic solution for injection,注射液劑,Semaglutide
衛部菌疫輸字第001107號,Ozempic solution for injection,注射液劑,Semaglutide
衛部菌疫輸字第001107號,Ozempic solution for injection,注射液劑,Semaglutide
衛部菌疫輸字第001107號,Ozempic solution for injection,注射液劑,Semaglutide
衛部菌疫輸字第001108號,Fulphila,注射液劑,Pegfilgrastim
衛部菌疫輸字第001108號,Fulphila,注射液劑,Pegfilgrastim
衛部菌疫輸字第001102號,Afstyla 250IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001102號,Afstyla 250IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001102號,Afstyla 250IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001102號,Afstyla 250IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001103號,Afstyla 500IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001103號,Afstyla 500IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001103號,Afstyla 500IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001103號,Afstyla 500IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001104號,Afstyla 1000/2000IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain);;LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001104號,Afstyla 1000/2000IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain);;LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001104號,Afstyla 1000/2000IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain);;LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001104號,Afstyla 1000/2000IU,凍晶乾燥注射劑,LONOCTOCOG ALFA (rVIII-SingleChain);;LONOCTOCOG ALFA (rVIII-SingleChain)
衛部菌疫輸字第001105號,Hexaxim,懸浮注射液,"INACTIVATED POLIOVIRUS VACCINE TYPE III;;DIPHTHERIA TOXOID;;HEPATITIS B, ANTIGEN, SURFACE;;PERTUSSIS TOXOID;;PERTUSSIS BORDETELLA;;INACTIVATED POLIOVIRUS VACCINE TYPE I;;POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B;;INACTIVATED POLIOVIRUS VACCINE TYPE II;;FILAMENTOUS HAEMAGGLUTININ;;TETANUS TOXOID;;CONJUGATED TO THE TETANUS PROTEIN"
衛部菌疫輸字第001105號,Hexaxim,懸浮注射液,"INACTIVATED POLIOVIRUS VACCINE TYPE III;;DIPHTHERIA TOXOID;;HEPATITIS B, ANTIGEN, SURFACE;;PERTUSSIS TOXOID;;PERTUSSIS BORDETELLA;;INACTIVATED POLIOVIRUS VACCINE TYPE I;;POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B;;INACTIVATED POLIOVIRUS VACCINE TYPE II;;FILAMENTOUS HAEMAGGLUTININ;;TETANUS TOXOID;;CONJUGATED TO THE TETANUS PROTEIN"
衛部菌疫輸字第001105號,Hexaxim,懸浮注射液,"INACTIVATED POLIOVIRUS VACCINE TYPE III;;DIPHTHERIA TOXOID;;HEPATITIS B, ANTIGEN, SURFACE;;PERTUSSIS TOXOID;;PERTUSSIS BORDETELLA;;INACTIVATED POLIOVIRUS VACCINE TYPE I;;POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B;;INACTIVATED POLIOVIRUS VACCINE TYPE II;;FILAMENTOUS HAEMAGGLUTININ;;TETANUS TOXOID;;CONJUGATED TO THE TETANUS PROTEIN"
衛部菌疫輸字第001105號,Hexaxim,懸浮注射液,"INACTIVATED POLIOVIRUS VACCINE TYPE III;;DIPHTHERIA TOXOID;;HEPATITIS B, ANTIGEN, SURFACE;;PERTUSSIS TOXOID;;PERTUSSIS BORDETELLA;;INACTIVATED POLIOVIRUS VACCINE TYPE I;;POLYSACCHARIDE OF HAEMOPHILUS INFLUENZAE TYPE B;;INACTIVATED POLIOVIRUS VACCINE TYPE II;;FILAMENTOUS HAEMAGGLUTININ;;TETANUS TOXOID;;CONJUGATED TO THE TETANUS PROTEIN"
衛部菌疫輸字第001112號,Humira 20mg Solution for Injection,注射液劑,ADALIMUMAB
衛部菌疫輸字第001113號,EMGALITY injection,注射液劑,galcanezumab
衛部菌疫輸字第001110號,KANJINTI Powder for concentrate for solution for infusion 150mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001110號,KANJINTI Powder for concentrate for solution for infusion 150mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001110號,KANJINTI Powder for concentrate for solution for infusion 150mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001111號,KANJINTI Powder for concentrate for solution for infusion 420mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001111號,KANJINTI Powder for concentrate for solution for infusion 420mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001111號,KANJINTI Powder for concentrate for solution for infusion 420mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001111號,KANJINTI Powder for concentrate for solution for infusion 420mg,凍晶注射劑,Trastuzumab
衛部菌疫輸字第001112號,Humira 20mg Solution for Injection,注射液劑,ADALIMUMAB
衛部菌疫輸字第001112號,Humira 20mg Solution for Injection,注射液劑,ADALIMUMAB
衛部菌疫輸字第001112號,Humira 20mg Solution for Injection,注射液劑,ADALIMUMAB
衛部菌疫輸字第001112號,Humira 20mg Solution for Injection,注射液劑,ADALIMUMAB
衛署藥製字第039602號,"HEMODIALYSIS CONCENTRATE NO.9 ""S.T""",透析用液劑,MAGNESIUM CHLORIDE HEXAHYDRATE (EQ TO MAGNESIUM CHLORIDE 6H2O);;CALCIUM CHLORIDE DIHYDRATE;;ACETIC ACID GLACIAL( eq to GLACIAL ACETIC ACID);;DEXTROSE;;SODIUM CHLORIDE;;POTASSIUM CHLORIDE
衛署藥製字第039604號,"SALINE INJECTION 0.45% ""N.K.""",注射劑,SODIUM CHLORIDE
衛署藥製字第039605號,SEHOCON HAIR SHAMPOO 2%(KETOCONAZOLE),洗髮劑,KETOCONAZOLE
衛署藥製字第039609號,"CYPROMINE SYRUP 0.4MG/ML (CYPROHEPTADINE) ""W.P.""",糖漿劑,CYPROHEPTADINE HCL
衛署藥製字第039610號,PRASONE SMOOTH CREAM,乳膏劑,DIBUCAINE;;HYDROCORTISONE ACETATE
衛署藥製字第039611號,"LEK FOR I.V. INJECTION 1G (CEFTRIAXONE) ""TAIWAN TUNG YANG""",乾粉注射劑,CEFTRIAXONE (DISODIUM)
衛署藥製字第039613號,"TOPIDIN SMOOTH POWDER 10MG/GM (ECONAZOLE NITRATE) ""BOWLIN""",外用散劑,ECONAZOLE NITRATE
衛署藥製字第039623號,"MEXAC OINTMENT ""MEIDER""",軟膏劑,NEOMYCIN (SULFATE);;ACETAMIDOCAPROIC ACID -EPSILON (ACEXAMIC ACID)
衛署藥製字第039625號,"FELDEMIN CAPSULES 20MG (PIROXICAM) ""EVEREST""",膠囊劑,PIROXICAM
衛署藥製字第039626號,"ANXICAM INJECTION 2MG/ML ""SWISS""(LORAZEPAM)",注射液劑,LORAZEPAM
衛署藥製字第039628號,SKIRAX TABLETS 400MG (ACYCLOVIR),錠劑,ACYCLOVIR
衛署藥製字第039644號,CONFUL OINTMENT,軟膏劑,BACITRACIN ZINC;;NEOMYCIN SULFATE
衛署藥製字第039645號,"NAPHENAL SYRUP ""GCPC""",糖漿劑,PSEUDOEPHEDRINE HCL;;DEXTROMETHORPHAN HCL;;ACETAMINOPHEN (EQ TO PARACETAMOL);;CHLORPHENIRAMINE MALEATE
衛署藥製字第039647號,"NORDRINE CAPSULES ""GCPC""",膠囊劑,PSEUDOEPHEDRINE HCL;;CARBINOXAMINE MALEATE;;CAFFEINE ANHYDROUS
衛署藥製字第039648號,Neocort Cream,乳膏劑,HYDROCORTISONE ACETATE;;NEOMYCIN (SULFATE)
衛署藥製字第039649號,"WASCON TABLETS ""GCPC""",錠劑,DIMETHICONE (EQ TO DIMETHYLPOLYSILOXANE OR POLYDIMETHYL SILOXANE);;MAGNESIUM OXIDE;;MAGNESIUM ALUMINUM HYDROXIDE MONOHYDRATE
衛署藥製字第039651號,KOLININ TABLETS 2MG,錠劑,LORAZEPAM
衛署藥製字第039662號,"KELANG F.C. TABLETS 200MG ( IBUPROFEN ) ""KOJAR""",膜衣錠,IBUPROFEN
衛署藥製字第039682號,METERONE TABLETS 10MG (MEDROXYPROGESTERONE ACETATE),錠劑,MEDROXYPROGESTERONE ACETATE
衛署藥製字第039683號,"CIMETIN TABLETS 200MG (CIMETIDINE) ""SENTAI""",錠劑,CIMETIDINE
衛署藥製字第039684號,CEKODIN-A INJECTION (CEPHRADINE),乾粉注射劑,CEPHRADINE;;CEPHRADINE
衛署藥製字第039687號,"NEWAMINE INJECTION 5% ""N.K""",注射劑,L-VALINE;;L-TRYPTOPHAN;;L-ASPARTIC ACID;;L-PHENYLALANINE;;L-ISOLEUCINE;;L-ALANINE;;GLYCINE (EQ TO AMINOACETIC ACID)(EQ TO GLYCOCOLL);;L-METHIONINE;;L-PROLINE;;HISTIDINE L- HCL MONOHYDRATE;;L-THREONINE;;CYSTINE L-;;L-TYROSINE;;L-SERINE;;SORBITOL D-;;L-LEUCINE;;GLUTAMIC ACID L-;;LYSINE L- HCL ( EQ TO L-LYSINE HCL);;ARGININE HCL L-
衛署藥製字第039727號,OXEWAY TABLETS 5MG,錠劑,OXETHAZAINE
衛署藥製字第039729號,"MECIDAL F.C. TABLETS 50MG (MEBHYDROLINE)""Y.Y.""",膜衣錠,MEBHYDROLINE NAPADISYLATE
衛署藥製字第039731號,"JOINTELL CAPSULES 300MG (GEMFIBROZIL) ""EVEREST""",膠囊劑,GEMFIBROZIL
衛署藥製字第039735號,"PENTOBARBITAL SODIUM ""SCI""",（粉）,PENTOBARBITAL SODIUM
衛署藥製字第039737號,CLEAN FAVORITE VAGINAL CREAM,乳膏劑,CLOTRIMAZOLE
衛署藥製字第039739號,"CALAMINE LOTION ""O.B.""",外用液劑,CALAMINE;;DIPHENHYDRAMINE HCL;;ZINC OXIDE
衛署藥製字第039740號,"KENCORT TABLETS 4MG (TRIAMCINOLONE) ""EVEREST""",錠劑,TRIAMCINOLONE
衛署藥製字第039743號,"PIATEC CREAM 5MG/GM (PIROXICAM) ""CHINTENG""",乳膏劑,PIROXICAM
衛署藥製字第039745號,FUTON GEL 10MG/GM (INDOMETHACIN),膠囊劑,INDOMETHACIN (eq to Indometacin)
衛署藥製字第047053號,"VITAMIN B12 EYE DROPS 0.02% (CYANOCOBALAMIN) ""SYNMOSA""",點眼液劑,CYANOCOBALAMINE(1% SPRAY DRIED)
